-68.405846,14.257803,5.901656,-41.95826,-142.56165,-363.17212,-467.41537,-477.41907,-480.04553,-502.09818,74.63364,37.480152,31.47832,60.474697,113.093185,230.81998,244.52928,235.89648,233.23172,228.94884,-41.59988,-13.0241585,-6.56909,-4.639164,-25.594746,-83.320656,-106.249985,-116.409355,-118.78208,-115.31288,34.37343,8.5671215,-5.036764,-8.675053,8.246384,64.07783,86.12052,82.00718,80.67165,78.32832,-55.82628,-38.497177,-44.22242,-68.25,-83.78052,-92.046104,-61.297173,-57.317238,-56.228863,-61.52162,29.10194,8.05789,2.734789,8.584551,20.234251,42.886337,44.851112,48.302795,51.456528,49.50963,-41.855335,-41.371735,-39.46695,-32.843636,-38.036232,-50.750244,-59.47431,-63.491943,-61.100372,-59.63884,-1.5746365,-9.892187,-6.335188,-2.9454603,1.7549343,21.50044,23.791344,21.303493,21.955048,22.728584,-39.32025,-30.349771,-23.039082,-28.952072,-35.10337,-31.798594,-40.63488,-39.032322,-38.650482,-40.834652,14.006686,14.444586,19.370466,21.92133,26.816338,36.725735,26.617008,27.779488,28.59476,27.46582,-26.058857,-22.400808,-25.1159,-35.116062,-43.44387,-47.819355,-36.381947,-36.127922,-34.907463,-31.903751,20.996311,22.266697,21.737654,15.844017,18.147554,25.12436,16.596142,16.507149,17.764446,21.294245,-25.075752,-16.02039,-16.164076,-28.29657,-36.637413,-36.528122,-27.519794,-24.125763,-23.40247,-21.983328,8.811436,1.7815123,-1.2269869,-2.4605818,-1.9612617,5.3095427,16.314661,22.891005,23.955292,25.212328,|0
-271.45093,-39.494545,20.145031,4.8363175,-63.896175,-214.00311,-419.01288,-451.54712,-454.16022,-461.12677,168.85483,68.28499,35.015644,36.48115,75.2054,154.10912,248.60358,235.24387,230.07742,235.93092,-57.853424,-16.879074,-6.8275566,-7.855152,-14.826143,-45.221714,-109.38864,-118.60665,-120.3768,-116.88237,75.96554,20.374172,3.3338299,-6.5495396,-3.1763496,23.822716,78.3516,78.68996,78.606285,78.76018,-84.84948,-39.49451,-35.439323,-52.27439,-72.95575,-87.928764,-63.77035,-54.68004,-58.335896,-59.932663,62.584724,18.340849,3.2778797,0.7192173,12.237344,32.667297,51.461388,50.228077,51.490665,55.117176,-56.40441,-47.947792,-37.51181,-29.97115,-29.590652,-38.713852,-54.287437,-57.352367,-55.70122,-54.52238,11.122469,-1.9864244,-4.3758698,-2.5688248,-1.8547878,11.890139,18.326683,18.96236,22.78772,27.077597,-39.053986,-25.496292,-21.522114,-23.153759,-32.67759,-35.405113,-40.78768,-41.047707,-38.57981,-35.289764,9.463873,13.97393,18.096153,22.818928,23.08702,31.169209,25.18838,25.415674,27.42368,29.85229,-46.3341,-31.523586,-26.946678,-29.270313,-37.393444,-44.985226,-46.23095,-42.290977,-39.884167,-36.352726,19.433157,26.207777,20.876486,15.7635765,13.553587,21.688034,12.791149,17.196745,18.246094,17.013798,-38.49211,-20.603128,-14.832139,-20.3428,-32.323326,-36.267845,-30.977825,-29.378222,-27.572327,-25.418507,12.470334,7.5204916,2.190857,-3.0710773,-4.8792553,0.81113815,17.872612,19.411757,23.678604,24.7182,|0
-467.78326,-176.77783,1.3439176,35.82,5.400978,-71.91926,-228.54504,-429.492,-452.63403,-465.0872,234.65707,131.26944,55.533443,31.95574,42.120285,79.987564,157.9852,243.06976,237.36292,233.98999,-112.868965,-73.2847,-29.543728,-18.46213,-15.7158165,-24.093725,-56.124054,-109.93774,-117.60679,-116.79901,85.64931,49.13374,10.337379,-1.5857029,-7.6085587,-3.8486633,24.3294,81.7445,82.919136,83.1897,-53.436752,-79.092514,-46.031635,-42.964043,-57.734413,-76.53398,-92.634605,-61.226997,-53.7828,-55.943817,54.684364,51.30005,13.377478,-1.184145,-2.8824282,9.067892,28.846638,45.953506,49.111137,48.738907,-49.64908,-45.602966,-33.77088,-24.007109,-18.81686,-23.01217,-34.346676,-56.5231,-60.750435,-58.03595,30.602316,16.128546,0.6280508,-3.4729757,-3.937047,-4.593128,11.198984,23.36147,21.773182,21.120405,-41.581516,-32.295815,-24.127316,-21.691399,-25.458698,-33.20058,-35.908813,-38.943882,-45.66728,-48.282364,17.61484,7.270397,10.705918,18.828142,24.423725,24.312323,33.03887,24.277039,17.823906,20.892197,-39.12126,-32.537556,-27.547447,-25.903582,-29.558685,-39.33129,-47.783546,-46.341187,-39.69378,-33.69803,21.948185,22.435808,21.54803,16.656654,11.450111,9.786336,17.258686,9.399286,14.240216,18.554855,-22.837536,-30.238707,-20.14938,-17.633812,-25.945038,-37.257053,-42.539745,-37.6623,-28.474804,-24.40229,17.517445,12.562271,3.3419566,-1.8308563,-5.593231,-6.0557556,-0.8947716,6.9757376,18.731405,23.165503,|0
-458.4721,-337.72723,-93.12633,6.577584,18.852371,-25.412498,-131.04427,-340.35098,-453.52582,-478.29224,208.86801,220.78563,99.72624,52.01151,39.80958,59.296227,110.85038,217.43564,233.64427,230.19092,-97.16338,-64.389786,-21.630116,0.59994125,-0.43536758,-8.934265,-29.91642,-84.84375,-122.95003,-120.77963,73.95065,73.120544,37.753387,13.441299,-4.7763786,-12.150185,4.4222336,51.081654,77.682755,79.29577,-60.61179,-60.416473,-44.458405,-30.131783,-42.15289,-65.15324,-82.58897,-91.63432,-59.02037,-61.149483,65.48269,61.383198,22.881584,2.8583088,-0.29426098,6.100258,19.251062,43.681423,45.117542,49.35882,-67.500435,-69.63758,-47.83663,-32.39865,-22.945576,-24.852558,-30.818495,-53.09213,-61.133114,-61.65247,25.98134,14.803465,4.2198725,-0.5873227,-0.5436888,-5.073452,-0.65176964,16.39795,22.350355,23.034937,-31.893171,-41.130928,-17.986237,-8.066771,-8.820514,-24.556187,-32.17354,-33.298096,-43.711685,-43.93142,21.35635,4.5982246,18.541533,17.851173,21.683214,19.38269,21.499306,32.594856,19.424316,21.446287,-25.874935,-48.867702,-32.39212,-27.353065,-27.67431,-35.74021,-42.827827,-52.833748,-41.76641,-35.40105,25.233837,4.354748,26.411377,24.4177,22.050148,16.652767,18.311996,21.443462,17.775366,19.707067,-24.027298,-42.529705,-30.246883,-25.101255,-25.430168,-35.268696,-42.614315,-43.730686,-30.365046,-26.964357,32.90208,18.620792,10.711395,5.9875145,0.6857014,-4.2948704,-2.671894,4.8357906,20.816095,21.251793,|0
-441.58707,-225.95592,-24.478832,21.987423,1.8010604,-60.76738,-202.56789,-432.54407,-470.4397,-489.97598,253.68541,160.7639,61.60313,28.084763,33.16629,69.529724,135.99106,244.59738,243.35757,240.62637,-98.79881,-57.144062,-20.702877,-7.286332,-6.721575,-13.151596,-41.261406,-117.276024,-120.82266,-118.97299,82.859924,75.3336,18.657219,-0.5748348,-14.782038,-13.14241,12.208221,78.24373,84.6474,82.84798,-52.813385,-82.4559,-40.557228,-36.15072,-53.442574,-71.712494,-85.863335,-72.79338,-57.422943,-62.157352,53.19201,46.381954,6.6068354,-1.6021919,-0.45212555,10.85699,27.204782,46.604336,50.651745,49.47692,-61.925514,-45.443775,-37.188293,-32.97802,-26.87635,-26.006489,-33.749355,-51.377384,-51.520214,-51.213005,28.414276,19.21619,4.112811,-1.6814256,-1.4264193,-3.5555534,8.353472,30.695307,34.13021,35.649475,-51.53575,-38.85066,-21.867794,-15.601027,-16.193207,-26.71589,-30.6328,-29.942846,-39.40621,-38.77986,15.129863,13.61849,12.350507,13.517215,18.04855,19.824566,26.56276,30.910976,27.827847,29.323204,-46.32877,-48.144997,-33.376926,-29.576298,-32.489296,-37.789677,-44.20942,-44.71912,-34.281994,-31.487156,7.200735,21.480167,25.487787,24.649288,19.288303,14.75677,18.916855,19.105637,20.936478,19.915373,-37.14688,-35.77443,-25.811571,-23.031265,-28.31778,-36.518326,-41.60647,-41.026867,-30.57257,-30.738253,21.759607,13.668365,8.918499,2.2203064,-5.5974407,-7.1253195,-3.2881718,8.258482,21.722631,23.913935,|0
-503.2234,-391.89612,-83.998474,12.014184,16.98217,-23.731747,-116.899826,-312.61255,-443.01355,-472.51068,232.61545,246.19989,78.62714,34.05599,26.92495,50.771088,92.01459,190.90024,237.6809,233.3108,-126.008606,-95.646484,-18.701931,-0.95944595,-3.9309711,-6.076256,-20.894333,-66.25338,-124.5565,-117.4763,83.03038,92.063965,29.637917,8.56843,-7.5537663,-16.49887,-6.364807,34.19888,78.35942,74.99031,-57.33995,-74.01901,-43.869614,-31.636637,-43.32074,-64.20683,-77.617325,-87.7271,-46.180958,-39.572422,50.20716,60.892555,22.130922,5.2143793,-0.32415962,4.2560654,13.906326,42.171623,51.601585,50.40538,-63.712837,-58.5334,-47.471222,-35.454308,-26.897322,-24.449608,-30.973457,-53.82273,-58.321266,-53.124573,26.796692,20.623926,-1.6871834,-9.349477,-5.73328,-9.383341,-7.1214094,11.539973,22.894035,26.362387,-37.00506,-38.98104,-19.591629,-11.64717,-9.7303,-23.987722,-29.473358,-29.784336,-38.19968,-34.632202,27.961777,15.652742,13.998582,15.8940935,22.822416,19.462723,18.390556,29.945038,30.623772,36.36368,-36.215134,-49.236053,-35.791916,-30.751621,-29.049326,-34.25231,-40.336594,-51.327362,-41.54966,-38.505383,20.551636,13.984041,19.653067,18.313967,17.223803,11.696833,14.541624,22.51494,21.113556,28.373386,-24.275791,-37.176216,-24.0833,-17.654543,-19.9503,-33.65545,-42.047523,-42.526558,-33.332214,-29.664906,23.359371,16.262487,15.515098,8.60127,0.52217007,-7.5871143,-9.620123,3.96496,25.48708,29.363104,|0
-449.34912,-373.85938,-108.66737,21.754457,34.015858,-11.791277,-88.56905,-244.70097,-423.14188,-468.32663,235.52762,265.59448,116.02436,52.654636,31.72065,44.262077,79.7975,156.16753,228.74307,205.73932,-121.96756,-98.075455,-44.33187,-14.298779,-8.259766,-7.7219296,-18.263859,-52.297466,-118.841286,-99.95678,78.75517,85.83946,45.88331,14.031242,-1.0993443,-14.665142,-9.658707,22.438572,79.98779,73.20341,-57.091297,-53.959126,-50.823845,-30.10707,-34.410637,-58.365986,-74.951355,-86.29213,-61.0492,-42.217827,52.20997,47.634155,20.879084,-1.3815517,-5.9872637,-0.7445288,7.7710304,22.649397,42.028088,32.756607,-52.159004,-55.68553,-32.29746,-27.177464,-23.916107,-20.776382,-25.401005,-34.491642,-54.58388,-50.425644,28.287884,20.04538,3.9189682,-8.267689,-8.767954,-8.328648,-10.968196,8.015186,19.468138,26.174187,-38.582615,-48.524353,-40.476868,-23.77805,-18.515379,-23.296497,-31.743176,-34.33092,-35.86747,-39.58506,28.86797,16.28332,20.667812,21.485834,23.253618,19.966084,19.264147,32.838234,31.646427,37.454567,-38.913097,-53.651268,-40.127697,-28.309744,-24.968252,-31.179646,-37.190445,-45.040047,-43.478893,-41.155655,18.919153,9.639936,20.382187,21.31717,20.084581,11.457966,10.69408,21.17654,14.943094,20.401878,-22.627707,-36.103294,-16.537544,-14.138352,-15.779924,-29.582256,-39.49187,-38.576134,-32.165306,-29.84414,22.424225,16.237942,8.714208,-1.6283984,-3.6960077,-7.47945,-9.833185,-2.771782,15.140993,26.525364,|0
-408.09567,-152.20998,-12.922418,8.319795,-13.089783,-71.020584,-221.99695,-412.26355,-432.21954,-430.2903,270.47897,119.61613,44.910694,21.295923,37.358772,70.69442,142.29913,243.3522,227.25613,232.3244,-107.56128,-34.90844,-10.923252,-5.6141257,-3.1082382,-11.2146225,-39.079166,-100.97538,-111.6622,-115.58082,84.42441,43.001106,11.974022,-4.500862,-17.9791,-10.798481,20.578423,81.879326,73.33984,76.99329,-61.3356,-53.540123,-39.05696,-43.151447,-65.01515,-76.38701,-87.00001,-59.469402,-53.635315,-66.70243,45.874367,27.439766,3.6358013,-0.80661774,0.8904972,9.191344,29.673203,45.61092,49.565613,51.330563,-61.348488,-54.89013,-42.256943,-33.811317,-25.71729,-28.85556,-36.11786,-63.79098,-58.94152,-51.00617,23.6673,12.402378,-1.3894024,-5.2340035,-7.0472794,-4.693207,11.254984,22.35183,21.45065,24.076126,-43.74019,-30.411015,-21.609785,-19.327223,-24.60321,-29.546432,-31.63148,-46.748466,-42.641567,-33.75335,14.296221,13.405576,17.634752,20.454582,19.69437,20.026257,27.271008,24.585564,24.115303,30.768839,-45.90828,-39.499035,-31.500723,-28.836018,-33.734856,-38.897537,-43.908558,-41.6621,-39.038147,-43.73051,14.064293,25.548138,22.190563,20.657553,13.930734,13.747761,21.491945,23.079624,22.842567,21.804855,-34.899208,-35.322308,-23.353401,-18.707796,-27.810204,-34.921413,-39.9889,-35.457813,-37.682304,-34.81527,20.611233,11.303085,1.3053827,-2.215623,-6.6737633,-5.4762745,1.4325294,16.903584,22.182293,17.143898,|0
-151.00409,-11.480944,4.270563,-22.774513,-77.076996,-202.06367,-404.05957,-453.5923,-466.56653,-477.79053,117.74833,50.669983,28.276287,42.22324,81.11139,151.91751,257.5595,240.40189,231.9727,233.04384,-58.581505,-22.58934,-11.118854,-8.102917,-18.550598,-43.70968,-103.56795,-126.26919,-130.18538,-126.543686,34.329784,2.4252815,-6.4964237,-13.096832,-4.807762,21.831093,77.76452,85.22672,79.79847,77.549934,-63.711216,-40.549854,-40.380493,-65.847275,-79.25802,-90.347725,-74.30128,-53.84237,-56.66576,-62.81939,46.78215,14.21668,3.3167896,0.65789413,9.549415,26.698956,47.246937,52.391712,46.889668,46.965965,-34.205353,-33.147606,-33.161865,-31.966877,-32.30328,-34.575474,-57.911037,-58.906033,-61.657345,-63.43641,2.882618,-0.055560112,-1.1137934,-3.8221884,-6.115015,4.337126,14.606209,19.870373,23.212355,21.73156,-48.22024,-31.214397,-23.993725,-26.85606,-35.62549,-38.41564,-34.743904,-47.47537,-42.3406,-42.876297,10.940363,10.487374,15.255343,21.056156,23.46067,31.513401,39.303738,27.910322,28.995703,27.963467,-39.308464,-29.66962,-27.18002,-33.503025,-40.18888,-44.796864,-41.311787,-35.49184,-35.78422,-32.417217,30.136944,29.310205,24.935968,15.394868,14.3845625,23.602896,22.011877,17.532427,18.392069,17.845139,-26.567974,-18.929098,-18.47537,-27.546673,-37.25476,-41.756172,-37.78978,-30.5786,-30.41384,-33.55284,5.191332,-0.4905634,-3.1601791,-4.134178,-4.5181227,1.0553703,10.451332,20.988907,21.496464,21.363268,|0
-295.58194,-45.893402,22.649597,12.529432,-37.545303,-136.22903,-328.5528,-446.84485,-452.32758,-464.3501,210.85535,78.88995,39.54924,34.47088,62.76381,111.83157,206.95236,239.54633,233.8539,233.60316,-77.45556,-22.032085,-9.112204,-10.521643,-13.882223,-33.100964,-77.95968,-115.393135,-118.25575,-125.31206,80.24961,24.483244,6.996107,-6.521673,-8.74691,4.769848,43.556747,82.53455,76.71758,76.4947,-79.32134,-38.412636,-32.776756,-50.688133,-72.49279,-85.87926,-97.70781,-58.5942,-58.124123,-56.784996,52.432034,18.836403,5.2794037,-1.3213396,5.7547264,19.62135,44.227493,48.51934,47.585686,46.7939,-49.79897,-41.873367,-30.364552,-24.653278,-26.533512,-35.641064,-49.99582,-58.246506,-53.537964,-62.12584,22.236523,1.5591888,-6.194853,-3.898489,-5.462674,1.0899982,20.902779,23.76266,23.22603,18.653564,-42.573895,-22.078346,-18.018524,-19.00497,-30.74368,-33.290688,-31.659851,-37.858963,-42.041702,-42.82911,4.0709877,11.890851,16.089153,23.896572,21.429516,23.92317,32.646843,24.52208,25.269188,28.591782,-51.552258,-32.50719,-29.01017,-29.39972,-37.712234,-44.92382,-51.30497,-41.12033,-36.42926,-33.453354,16.09814,24.495533,20.131578,16.666422,11.897914,14.189078,22.921066,15.915092,16.868057,18.701706,-42.91616,-27.163372,-18.510328,-20.597486,-32.87762,-38.38462,-36.269997,-26.435242,-28.190365,-28.77533,15.932558,5.5759354,1.0861225,-1.760109,-4.6831465,-1.9048347,4.843788,17.937462,26.1307,25.53302,|0
